TrainingHours,FitnessScore,PerformanceRating,OpponentRank
5.68,94.91,7.159,31
8.03,74.78,7.095,33
5.64,88.13,7.0,24
10.0,64.43,8.015,13
6.27,68.52,3.348,98
8.12,51.6,6.477,19
7.61,78.7,4.306,84
5.93,66.06,4.322,62
4.83,80.99,4.391,67
6.66,69.98,4.191,83
7.02,95.22,6.747,47
4.85,92.93,6.538,31
6.33,51.97,5.618,19
8.47,80.91,7.251,42
10.0,67.57,5.271,91
7.71,81.47,7.986,11
9.73,61.56,6.585,40
4.74,89.41,4.647,75
7.4,85.31,5.461,81
8.68,60.86,4.282,98
4.21,73.19,3.586,73
5.03,76.62,5.518,39
9.48,82.19,5.784,87
4.05,74.88,5.738,8
3.32,82.86,3.663,77
9.06,74.29,7.243,34
8.39,81.12,7.024,42
6.86,61.32,3.733,81
5.91,74.74,5.044,48
5.12,86.5,7.007,15
6.56,89.11,7.167,31
9.16,76.73,6.914,47
6.48,74.01,5.696,48
10.0,88.68,9.306,3
4.2,73.99,4.744,45
5.96,86.45,5.935,50
5.25,73.93,5.884,35
3.83,75.4,5.023,36
5.69,63.95,3.734,69
6.83,62.51,6.548,26
7.05,84.78,4.804,90
10.0,92.23,7.906,52
6.93,76.06,6.817,24
8.3,73.34,7.742,6
6.13,85.23,5.069,71
9.36,78.37,6.825,52
10.0,51.02,7.13,28
7.06,84.94,6.35,45
4.01,61.63,2.627,78
4.9,74.88,5.366,39
6.56,70.59,3.978,85
6.91,68.59,6.944,11
7.4,75.47,4.913,76
6.92,83.94,6.367,50
6.01,75.31,5.769,34
4.73,89.1,6.014,35
6.8,90.34,5.424,71
9.71,90.25,8.571,23
8.04,74.44,7.976,1
7.07,70.22,7.139,20
8.06,74.66,6.837,32
5.26,86.25,3.687,98
4.98,85.65,5.572,54
4.5,49.05,4.836,20
5.75,78.06,3.896,78
5.16,51.32,3.392,69
8.42,74.81,4.725,88
5.05,69.71,5.455,21
4.39,66.63,3.376,76
9.89,83.49,6.796,66
5.1,68.53,3.725,74
6.31,74.9,7.001,13
6.9,65.68,3.491,95
3.73,75.74,4.645,46
8.47,84.6,8.078,24
7.27,66.22,6.449,26
9.12,81.4,7.603,33
4.64,75.56,4.986,41
6.2,75.47,4.102,88
6.08,71.5,7.437,1
6.53,82.73,7.508,9
3.09,81.71,2.743,95
6.22,73.67,4.955,59
3.15,77.03,2.679,88
6.72,82.43,6.578,43
1.74,80.42,4.576,26
2.3,71.93,4.224,39
7.64,86.66,6.332,54
4.91,83.64,5.967,22
4.02,96.11,3.813,97
8.54,59.3,4.316,96
6.66,82.02,4.034,97
7.74,86.52,5.994,73
5.67,85.05,6.839,15
10.0,72.47,5.88,86
4.79,61.37,3.01,80
9.49,90.4,5.507,99
5.88,70.18,3.367,89
2.69,72.05,2.25,99
6.97,95.67,7.685,25
6.63,62.27,5.26,53
3.9,83.19,6.351,10
4.16,67.46,3.061,80
5.95,67.24,6.039,18
6.7,76.68,6.105,50
1.06,81.76,4.247,29
8.11,84.5,8.11,17
5.01,85.81,4.814,58
3.34,67.93,5.669,4
7.88,63.56,5.065,68
5.95,71.57,5.042,53
8.43,78.47,5.334,79
6.88,72.94,6.996,4
6.0,38.68,5.285,13
5.69,56.73,4.437,50
6.97,72.6,5.341,53
5.17,83.55,5.215,56
4.29,65.95,3.726,70
7.22,82.33,5.225,69
5.71,60.04,4.036,55
6.07,77.56,5.851,33
8.18,77.63,5.607,70
5.77,79.69,5.913,34
6.03,64.92,4.449,69
4.8,59.52,3.639,58
6.86,82.26,6.674,36
6.7,59.74,6.274,13
7.8,67.29,4.101,92
4.84,88.92,6.96,7
5.08,76.7,4.884,57
7.58,78.69,7.962,9
6.5,81.25,6.941,26
4.19,80.89,2.941,97
8.61,74.79,5.926,55
2.6,65.99,4.407,23
7.57,100.0,7.311,56
3.47,72.07,5.049,26
9.77,78.31,6.108,75
2.91,79.4,4.561,49
8.3,69.67,5.108,77
5.84,70.74,5.004,52
5.27,89.88,4.206,91
6.37,67.61,4.924,66
7.26,79.12,5.439,61
4.19,83.96,6.04,16
4.37,72.86,2.752,93
7.3,74.06,7.092,20
2.59,84.57,2.614,96
4.83,73.63,3.647,87
10.0,54.23,5.177,73
4.06,90.04,3.286,96
8.3,65.25,8.022,4
4.83,77.15,5.037,50
7.02,61.82,5.504,42
7.31,69.89,7.261,10
8.26,70.64,8.285,4
5.6,76.74,5.636,56
9.98,66.23,6.111,75
4.82,94.83,5.129,66
6.47,75.25,4.031,92
6.49,83.81,5.708,62
3.76,74.91,5.575,12
5.43,84.97,5.904,40
6.32,53.99,3.092,85
5.14,67.95,4.978,45
10.0,69.78,4.761,98
4.32,69.7,2.919,98
8.36,80.19,7.243,36
7.71,80.87,6.311,50
5.97,74.26,5.151,54
4.27,74.51,4.106,67
4.46,99.41,5.9,39
4.96,78.25,6.63,6
2.43,52.75,2.437,65
3.99,82.7,6.191,12
3.04,80.59,6.506,1
8.69,86.59,5.688,84
7.24,80.98,6.696,36
7.57,65.95,6.024,38
7.18,83.9,6.511,48
6.33,75.99,5.771,47
8.92,85.46,8.901,3
4.78,90.48,5.715,50
6.21,73.78,5.112,51
7.49,83.76,6.497,45
3.36,85.34,5.743,20
10.0,76.59,7.149,46
6.06,94.58,5.443,72
6.28,85.46,7.222,11
8.51,69.15,5.787,56
7.83,77.6,8.197,1
6.08,83.6,6.319,30
6.26,94.2,6.082,60
2.99,81.21,5.009,41
4.89,77.89,5.065,52
7.03,87.64,5.248,78
6.89,72.81,6.625,20
8.44,65.1,6.682,30
5.76,82.04,5.583,45
3.23,71.22,3.252,76
8.11,100.0,8.966,12
8.87,77.53,7.141,39
7.8,82.1,5.997,66
5.67,68.72,3.13,87
8.09,87.65,5.82,75
10.0,74.73,7.665,48
6.23,73.75,6.976,13
3.38,73.99,3.308,62
4.83,62.09,5.468,18
7.25,72.49,7.017,19
2.79,80.46,5.292,27
6.34,59.55,6.018,11
6.76,85.22,6.96,30
9.07,72.32,8.429,1
8.62,77.45,5.62,77
7.73,52.66,4.977,59
1.67,77.25,5.374,8
7.84,64.57,5.3,63
7.41,71.49,6.42,22
6.51,59.33,5.858,20
2.54,66.18,2.151,78
4.45,73.36,6.543,14
3.67,72.28,3.153,80
1.97,83.85,5.142,19
5.99,56.32,5.129,39
4.4,74.49,2.81,93
10.0,74.01,7.573,38
5.66,70.42,4.347,73
8.59,65.87,6.264,50
2.86,86.02,6.659,6
4.94,95.48,6.813,26
6.19,57.86,4.783,49
4.18,65.76,2.649,100
5.16,64.96,5.635,20
5.56,72.18,6.627,25
5.53,87.56,7.332,8
9.71,80.28,8.145,27
6.76,73.46,6.848,21
6.96,75.16,4.503,75
7.08,71.81,4.367,83
7.23,82.39,7.498,13
5.83,83.6,5.942,47
5.36,80.91,7.033,5
6.33,53.03,2.994,90
8.31,75.13,5.529,71
8.25,73.13,7.566,13
5.52,84.91,4.308,88
7.54,77.39,7.437,24
5.61,80.57,3.285,98
6.07,70.05,5.562,39
5.05,84.39,4.66,68
5.64,87.34,4.003,84
8.68,58.73,4.816,77
6.18,62.04,4.727,57
6.27,82.62,5.692,55
3.11,73.28,3.585,60
5.38,85.29,5.571,53
5.52,77.42,3.622,94
4.34,81.93,5.681,23
6.04,67.53,5.511,44
5.14,78.4,4.741,62
6.16,78.43,4.79,77
6.24,68.11,5.599,38
4.09,85.02,5.079,58
5.2,56.05,5.729,14
6.15,77.08,6.352,36
8.37,62.06,5.511,57
6.51,64.78,5.097,56
4.68,84.86,5.678,41
6.8,64.0,7.126,5
9.42,63.58,5.59,75
7.83,80.8,7.704,16
7.1,63.89,3.976,76
7.45,85.18,8.032,17
8.88,81.45,7.571,31
8.15,67.22,5.066,72
7.13,84.8,7.818,12
8.14,55.61,7.091,8
3.84,79.72,6.203,13
3.0,62.54,4.073,23
6.31,69.77,7.16,5
6.14,70.41,4.597,72
4.91,87.81,7.322,3
7.65,69.99,5.291,69
2.27,74.21,3.969,42
4.93,70.62,4.867,42
5.03,65.17,5.602,25
2.73,64.7,1.568,96
8.99,78.09,5.494,80
3.28,74.74,3.192,75
4.82,82.63,5.993,24
7.82,72.58,4.71,88
7.29,72.9,5.714,54
3.78,82.66,5.516,39
7.36,71.28,5.16,60
6.58,60.6,5.229,46
10.0,83.48,7.049,61
6.81,68.23,5.827,46
5.72,75.67,6.68,22
4.29,68.73,3.019,82
4.51,65.27,3.096,81
4.35,56.01,3.132,65
8.74,78.39,8.414,12
6.04,41.06,2.608,87
7.13,87.98,8.017,8
9.03,85.32,5.072,97
1.28,65.9,4.309,12
8.56,90.88,6.325,81
6.11,95.61,4.478,94
6.87,72.27,4.474,77
4.34,79.11,4.284,60
4.49,76.36,6.029,21
6.98,90.14,7.9,9
10.0,61.07,7.558,28
8.01,72.73,5.387,71
8.53,84.19,5.665,82
5.62,83.14,6.062,42
4.8,74.57,5.459,33
4.44,88.92,5.765,46
5.02,77.33,4.474,64
1.89,76.14,4.452,23
4.55,81.97,4.905,53
4.88,74.39,4.011,65
5.65,75.5,5.314,55
6.26,67.13,5.634,39
6.72,100.0,6.108,64
5.97,70.27,4.024,83
4.84,82.29,6.44,19
2.07,94.09,6.278,4
4.85,61.57,5.802,7
4.06,81.11,5.606,29
6.93,75.23,4.475,75
7.82,92.95,5.592,93
7.88,65.91,7.133,8
7.51,67.48,6.079,45
5.73,74.5,4.173,73
4.96,70.06,6.468,5
4.51,70.41,2.96,95
2.99,95.28,4.694,63
7.98,76.27,5.811,74
5.65,67.15,5.442,43
3.51,71.1,2.517,88
4.35,79.05,6.001,17
4.27,78.37,3.906,75
6.09,69.23,5.832,34
8.13,58.72,4.066,88
5.3,74.49,6.457,8
1.49,74.22,3.673,44
5.62,68.54,5.891,24
5.69,87.8,7.935,2
5.55,80.75,7.409,8
4.75,76.35,5.371,31
6.43,71.39,5.632,44
6.13,92.33,6.732,35
5.95,63.46,4.583,58
6.83,70.03,7.262,4
5.14,70.48,3.956,76
5.03,77.99,3.799,80
8.76,81.61,8.185,22
7.12,61.63,4.026,81
7.65,68.15,4.415,89
8.45,79.48,6.077,58
7.05,68.35,6.896,15
7.86,70.98,7.323,20
2.84,76.73,4.867,31
6.41,65.2,4.126,69
5.63,77.78,3.671,94
9.36,81.13,6.344,54
7.86,75.38,5.479,59
4.74,89.25,3.806,91
6.75,82.25,5.924,46
6.34,74.59,6.936,14
6.91,71.79,4.092,81
3.96,92.55,3.967,94
6.72,68.39,7.052,4
5.54,72.28,4.632,68
6.56,70.9,4.806,67
4.55,78.98,6.623,7
4.83,97.55,6.229,39
8.35,77.47,4.798,99
3.9,71.78,3.411,77
4.04,76.89,5.151,36
5.9,61.87,4.756,51
4.46,73.12,5.476,36
4.23,92.04,3.71,92
6.21,81.62,6.46,32
2.99,87.31,3.281,78
3.98,85.13,5.522,36
10.0,67.91,7.421,35
6.92,94.12,6.983,47
4.51,57.24,3.665,60
6.84,78.32,5.27,69
7.13,54.4,6.978,6
7.99,57.87,6.773,12
5.75,84.36,6.243,39
7.95,68.09,5.127,62
1.92,87.45,3.802,49
3.89,53.26,4.876,12
6.33,74.11,4.552,72
6.66,62.84,3.494,82
4.18,71.71,5.519,18
6.52,90.48,5.245,74
4.75,92.92,4.658,70
5.45,80.13,7.352,5
8.05,59.05,4.299,87
7.82,62.93,4.064,89
4.01,76.6,6.392,7
3.89,66.94,4.429,43
5.18,81.58,5.143,45
5.95,91.76,5.601,69
4.68,65.17,5.258,31
8.08,66.05,7.006,19
6.69,63.2,3.649,100
6.81,72.46,5.713,44
3.47,75.52,4.701,35
8.33,75.22,6.866,43
0.36,83.98,2.277,73
7.67,78.93,4.888,88
7.87,74.41,6.93,18
5.14,75.41,4.65,61
8.55,75.86,6.778,44
5.87,74.42,4.6,73
6.12,68.23,4.783,53
6.68,62.97,5.066,56
10.0,76.42,7.785,34
8.69,70.01,7.112,33
7.4,80.25,7.994,4
4.17,75.72,3.23,84
6.29,75.15,6.549,23
4.37,84.84,5.082,50
7.64,60.95,5.607,36
6.28,92.69,4.686,90
3.75,53.15,2.756,63
6.16,89.51,6.36,43
4.3,77.01,4.527,65
6.3,69.76,5.98,39
4.28,60.28,4.363,43
6.05,69.01,5.508,32
7.5,73.36,4.133,92
5.89,76.95,3.824,88
5.22,89.46,7.327,13
6.41,75.73,5.308,60
7.39,78.2,4.588,97
3.79,78.5,6.171,12
6.52,71.72,6.287,33
8.64,73.08,7.94,14
7.15,73.93,7.342,13
6.12,81.26,5.426,48
7.28,65.87,5.016,61
6.9,69.93,5.226,63
7.51,78.56,6.254,57
1.95,64.24,3.573,37
2.89,76.14,2.683,91
8.01,69.54,7.71,4
2.99,80.05,3.501,68
6.8,88.74,5.574,57
5.3,69.55,4.644,62
4.01,82.58,6.252,16
6.7,77.01,6.06,39
6.4,71.16,5.265,63
10.0,75.07,5.854,82
4.75,87.98,7.048,16
8.88,73.28,6.384,47
6.7,88.09,4.756,95
4.68,73.8,3.394,90
7.6,60.88,6.507,23
7.13,73.53,5.648,52
6.07,60.1,4.277,58
6.53,71.82,5.092,66
4.81,71.44,4.283,57
4.35,93.17,5.427,38
7.52,91.09,6.026,75
5.55,75.85,7.058,5
5.84,87.11,5.909,47
6.56,71.02,6.799,14
6.53,60.73,4.344,80
3.14,80.28,4.386,48
8.57,78.61,6.94,41
6.24,65.62,4.973,51
5.59,66.07,5.178,37
6.86,84.4,7.229,21
6.47,58.16,6.574,8
7.53,80.58,5.097,78
7.08,71.86,6.928,9
7.44,80.6,7.447,12
8.7,84.88,5.984,79
7.77,66.26,6.496,25
5.68,63.6,5.978,21
3.75,89.66,5.471,46
9.34,74.43,5.048,98
5.52,78.28,6.288,26
5.05,84.11,4.673,68
2.53,65.39,4.457,25
6.68,84.02,6.45,40
6.3,81.4,6.243,32
2.97,89.7,4.197,62
6.91,89.53,7.431,29
5.0,75.63,3.798,86
10.0,82.53,5.523,98
4.86,75.45,6.23,19
5.13,76.45,5.156,50
4.25,63.71,3.366,70
8.56,72.76,7.614,20
5.25,57.05,3.137,80
4.55,73.63,2.828,97
7.41,88.2,8.183,9
3.24,82.78,3.265,86
7.25,76.12,6.428,34
9.56,72.98,5.267,83
7.13,69.6,5.842,41
7.28,65.81,6.001,37
7.74,83.19,5.799,68
9.42,59.65,5.506,69
8.42,59.42,5.076,64
6.88,84.04,5.529,76
7.81,77.08,4.541,97
4.23,75.45,4.511,51
7.55,77.07,5.716,59
3.99,95.1,4.445,73
5.27,75.56,4.725,63
0.0,77.93,3.436,44
6.8,95.58,5.294,93
4.71,74.36,3.226,94
8.22,92.26,5.235,93
6.78,53.93,5.308,45
8.25,63.38,5.739,52
3.83,68.32,5.432,17
8.08,80.84,7.149,35
10.0,92.74,9.215,13
7.53,69.09,5.933,46
7.58,84.78,6.885,36
6.34,97.37,8.558,4
4.95,90.65,4.912,61
7.52,70.96,5.617,65
2.99,83.69,4.848,43
5.16,78.39,6.11,27
2.46,68.41,1.753,92
4.59,79.27,3.813,89
7.28,70.26,4.629,88
7.01,76.24,5.295,66
6.1,61.22,5.684,23
6.34,57.37,4.591,51
2.23,72.13,2.189,86
5.25,78.18,3.774,82
4.64,63.72,4.042,56
4.68,80.26,4.766,52
7.2,75.43,5.683,54
4.28,81.5,6.327,16
4.79,84.46,3.388,96
1.83,88.44,3.371,67
5.41,81.03,7.265,1
3.82,72.05,2.269,98
6.16,76.89,6.345,26
4.1,98.29,5.693,60
6.21,84.85,4.983,70
5.71,75.72,5.603,44
9.34,73.49,7.123,36
6.99,69.02,6.775,9
2.32,63.13,4.784,7
3.47,92.08,5.755,31
6.11,79.78,6.145,33
4.14,62.31,3.497,54
0.06,73.75,1.932,68
8.7,87.7,6.34,70
7.44,70.53,4.988,75
7.04,66.86,4.403,77
4.79,78.57,3.929,73
6.86,81.58,6.251,51
4.59,70.54,6.244,18
6.41,69.0,6.298,26
4.16,79.61,3.638,87
9.03,63.75,4.918,87
2.86,69.62,4.16,51
8.46,73.8,5.965,62
6.08,82.39,7.7,5
5.02,70.72,6.633,10
6.33,80.63,5.906,47
7.47,86.66,7.083,40
8.73,69.94,5.08,83
6.63,100.0,5.74,72
4.22,89.2,6.295,15
6.11,77.72,7.035,19
9.63,73.18,6.521,68
8.7,69.45,4.358,99
7.82,91.61,7.232,37
7.59,77.1,5.271,76
7.4,60.61,6.201,31
8.32,57.88,4.14,80
5.09,76.12,4.794,64
3.29,76.34,2.748,85
6.14,65.83,4.782,55
4.36,59.86,2.524,84
3.89,55.37,2.99,60
4.56,67.41,3.998,50
10.0,71.37,8.106,22
6.27,81.92,5.791,44
6.72,73.7,5.035,69
3.56,85.64,6.426,8
2.31,81.05,5.66,8
4.36,80.13,5.499,33
8.88,84.79,5.566,91
6.67,61.13,5.878,30
7.2,69.64,4.308,92
7.48,99.01,5.641,82
4.82,55.94,6.049,10
8.78,72.02,7.201,40
4.73,79.76,6.746,13
8.81,56.23,5.308,61
6.88,67.47,5.91,43
2.42,94.96,4.62,55
4.5,76.7,4.608,51
2.43,69.26,1.94,87
8.33,77.1,7.674,19
5.95,69.24,4.593,54
1.54,92.13,5.09,23
6.75,65.09,4.714,62
4.93,69.77,5.121,41
3.03,60.08,2.334,80
9.36,72.05,7.839,12
6.21,73.25,3.762,100
5.41,86.96,7.166,4
5.2,64.83,5.724,12
2.97,79.84,5.322,27
3.39,75.87,5.95,14
8.57,56.07,7.035,16
5.05,67.75,3.072,93
6.04,67.35,6.718,12
1.91,91.83,4.223,53
3.36,80.46,5.924,15
7.22,76.45,7.801,1
6.76,32.05,4.654,28
9.51,55.92,7.89,8
8.69,82.28,5.336,96
5.54,82.82,3.945,89
6.95,67.58,3.359,99
5.37,75.28,4.68,76
10.0,74.57,6.778,60
8.3,76.69,7.807,6
6.34,71.28,4.743,63
6.4,83.15,3.649,95
8.89,86.06,8.776,9
7.16,65.4,5.431,52
9.12,63.06,4.699,89
1.61,67.04,2.879,54
6.92,75.49,4.455,84
4.97,78.56,4.084,79
9.51,82.88,7.317,54
9.09,84.71,7.655,36
6.07,78.62,6.58,26
9.07,77.3,7.34,41
9.57,91.49,9.457,11
6.15,75.05,4.822,63
10.0,80.9,8.672,27
5.94,78.2,6.128,39
5.57,73.27,6.256,21
7.73,73.33,7.782,6
5.29,88.22,7.226,11
6.17,74.1,5.35,46
8.82,71.47,7.035,31
6.04,67.63,4.579,56
2.61,79.23,3.227,75
6.73,69.88,5.397,51
4.61,78.32,6.652,8
7.73,76.78,5.12,83
7.39,70.73,4.203,96
8.94,61.04,4.07,90
7.82,64.71,5.942,43
8.18,66.28,6.288,34
4.66,64.96,4.341,47
7.61,79.55,7.155,16
9.94,96.29,6.377,97
4.62,69.89,4.769,35
9.6,71.16,8.133,10
4.9,69.15,2.486,100
4.3,83.58,3.771,87
6.59,79.26,5.655,55
7.43,74.83,5.943,48
7.82,62.87,7.207,4
4.08,65.32,5.416,19
6.87,76.75,5.068,60
4.63,77.23,3.396,83
3.02,74.84,4.775,42
4.14,81.65,6.492,14
4.5,62.77,4.548,33
7.04,78.04,6.332,48
8.3,77.48,6.338,54
3.05,65.42,3.768,52
6.7,68.95,6.025,37
3.65,81.93,3.36,82
7.26,63.61,7.126,8
4.75,99.64,5.237,74
3.9,80.56,5.814,31
7.6,74.43,6.706,35
4.83,72.48,4.381,55
5.37,82.88,3.911,89
1.56,70.89,4.715,25
7.89,71.3,8.055,3
7.64,89.53,8.28,15
6.01,70.28,3.433,96
2.94,76.36,5.423,21
8.42,67.4,5.726,58
4.67,77.59,3.153,97
5.09,80.81,5.47,39
10.0,91.83,8.484,27
4.59,65.63,5.562,14
7.48,60.52,6.222,36
7.12,72.33,5.641,46
6.78,68.83,7.475,10
6.56,74.85,6.844,24
6.75,80.22,7.726,10
6.54,97.65,4.557,95
5.9,70.49,4.716,58
9.02,52.9,6.671,28
3.37,72.62,3.438,68
8.04,78.51,6.802,48
7.64,65.3,6.806,19
7.4,77.34,7.637,16
8.23,76.37,4.841,96
5.81,77.6,4.678,70
2.26,82.91,4.047,51
5.86,74.17,4.017,74
4.02,80.48,4.462,59
4.54,57.01,5.489,16
3.52,65.38,5.617,2
5.05,71.58,3.688,72
4.81,64.95,4.727,39
1.24,75.07,2.515,69
7.4,71.56,4.247,94
10.0,70.45,8.608,8
7.21,83.84,4.434,93
5.59,75.84,6.613,3
5.89,64.16,4.11,77
5.16,68.97,4.353,52
6.18,82.53,6.632,27
5.93,77.0,5.372,51
4.32,86.96,3.738,76
9.37,83.47,6.447,61
3.03,71.11,3.375,51
7.44,89.36,7.218,40
5.8,90.18,7.616,6
9.8,57.15,6.264,49
6.68,75.32,7.066,15
5.28,69.5,4.597,46
5.5,72.4,4.76,47
6.08,66.84,4.25,72
3.71,65.59,3.829,52
4.47,84.01,3.21,88
2.43,63.32,4.052,32
4.15,75.93,5.411,31
6.19,61.51,5.483,38
6.6,87.69,6.092,55
2.04,75.3,5.593,3
5.73,82.45,5.629,48
7.13,76.95,4.234,99
5.67,72.47,6.731,13
4.73,75.68,4.454,58
5.18,90.07,5.484,42
4.92,66.03,4.72,41
4.73,49.51,4.833,15
6.35,67.13,6.728,26
10.0,62.91,7.845,12
4.51,84.68,3.828,89
5.36,73.24,3.028,92
5.9,83.27,6.567,19
4.63,75.32,4.117,73
8.2,75.09,4.285,99
1.26,76.64,4.086,45
4.94,89.8,6.454,36
7.64,76.87,6.789,32
5.41,86.09,4.614,67
4.36,85.45,7.041,5
6.88,73.37,5.246,60
7.81,74.26,5.119,82
6.42,71.22,6.074,42
4.4,87.83,5.077,51
6.91,65.59,4.342,79
5.2,67.77,3.041,89
7.49,72.24,7.397,18
8.97,63.52,5.138,71
0.79,69.09,4.138,22
6.22,86.36,4.555,88
2.53,81.51,4.421,35
10.0,70.79,7.75,22
5.06,83.03,6.188,27
7.49,95.82,8.687,2
5.93,78.13,4.518,61
4.39,89.2,3.941,75
4.16,83.52,5.602,26
9.17,72.06,8.458,7
7.91,76.97,4.975,83
9.89,80.26,5.79,83
6.11,67.55,4.044,74
6.58,48.91,2.924,95
5.47,66.66,4.515,65
5.43,53.42,2.646,81
3.92,67.49,3.054,74
6.17,57.93,5.347,36
4.42,83.8,6.137,21
6.88,63.17,6.81,17
6.34,80.44,5.835,42
6.58,82.67,6.093,44
9.35,82.02,7.464,43
5.92,56.32,3.857,67
7.51,86.23,6.447,50
10.0,79.2,8.457,22
8.61,83.04,5.284,94
8.31,93.3,7.063,50
5.39,82.94,5.977,36
6.46,63.17,4.044,69
3.36,81.53,6.159,3
7.0,59.96,4.37,65
6.55,74.37,4.382,81
6.05,69.97,4.996,54
8.05,75.1,6.444,52
3.58,59.9,4.572,22
9.27,61.06,4.452,91
7.8,70.51,6.497,33
5.86,72.77,6.966,21
5.7,70.74,7.198,1
6.96,89.5,8.047,4
9.04,79.24,7.041,41
6.2,78.96,7.09,6
6.29,71.18,6.342,28
6.04,61.08,4.151,76
9.56,74.96,5.576,87
5.26,93.07,7.296,12
5.94,77.24,5.321,48
8.93,86.13,7.067,58
6.29,87.39,6.158,45
8.27,80.6,7.462,33
4.18,77.2,6.189,21
5.59,65.12,4.236,58
8.97,72.92,5.268,91
4.65,71.39,4.668,50
5.7,78.3,3.664,96
6.51,60.86,7.124,1
4.02,69.63,4.564,32
5.17,79.04,4.679,67
6.23,67.98,3.378,97
6.09,65.84,7.132,1
8.56,67.09,7.22,24
9.08,72.28,7.716,19
4.29,51.19,4.755,18
6.22,67.54,3.268,96
7.35,84.53,6.755,44
9.03,78.24,8.922,6
7.44,79.2,4.638,81
6.58,56.72,6.12,12
7.33,70.86,6.286,34
7.35,73.84,6.035,36
4.14,79.64,3.971,64
6.39,86.11,5.261,66
8.92,84.55,8.29,20
5.59,69.15,3.672,84
6.26,69.38,4.836,56
5.51,89.12,6.346,47
1.37,71.4,3.539,39
6.04,64.17,4.821,55
6.6,72.93,5.317,57
4.98,88.49,5.581,51
3.69,65.95,3.646,64
4.24,70.71,2.602,96
7.53,66.36,7.706,3
9.95,84.56,6.117,90
8.76,77.88,7.205,41
3.31,84.26,3.641,76
7.71,90.65,6.57,50
4.67,59.88,5.794,3
4.84,67.41,5.021,28
5.08,70.66,4.115,73
7.41,75.69,4.47,90
7.92,80.06,8.41,6
5.8,70.09,6.572,5
5.84,68.08,4.111,73
6.93,84.57,5.872,55
7.14,80.46,4.041,98
8.35,78.16,4.711,92
3.43,53.54,4.879,26
6.04,87.07,5.838,57
3.86,76.84,4.239,54
5.9,73.38,4.551,62
5.55,66.81,2.783,99
5.91,68.67,4.838,65
4.4,66.09,3.437,68
3.03,55.02,1.894,77
1.81,66.82,2.829,53
5.74,59.01,5.935,21
5.14,74.4,3.511,82
4.65,63.49,3.238,84
8.65,82.3,8.696,4
4.28,58.36,2.289,96
8.83,86.95,8.345,27
9.25,83.37,5.497,89
2.1,64.34,2.557,71
6.18,74.06,5.612,45
5.2,66.46,3.0,94
0.18,80.79,2.162,87
3.11,93.0,5.722,29
7.55,86.81,6.512,57
10.0,68.12,8.36,21
7.81,76.15,4.247,97
6.65,90.22,4.88,82
5.96,80.24,6.463,27
9.37,85.1,5.987,78
10.0,81.51,7.706,40
4.83,75.76,5.554,31
2.0,74.31,5.215,8
1.8,62.89,2.145,67
8.64,67.34,6.847,35
5.91,65.98,3.868,75
6.37,71.49,3.361,100
2.42,76.0,2.118,98
4.49,73.92,3.291,87
5.41,77.16,4.724,69
6.42,81.64,6.913,30
5.2,70.84,5.282,37
3.93,82.38,6.169,16
4.43,86.38,6.684,14
8.42,79.15,5.665,71
6.49,69.55,3.306,97
7.22,84.47,8.383,2
4.2,79.83,5.219,46
0.09,81.19,4.666,5
4.95,90.35,5.846,45
4.27,82.09,4.994,45
6.7,90.74,5.858,60
10.0,73.52,8.357,15
7.39,70.69,6.28,42
10.0,86.49,9.613,2
7.14,65.14,4.155,88
4.74,93.88,6.501,29
6.7,88.02,4.266,93
9.56,75.88,5.875,85
9.66,87.01,8.684,25
4.85,81.62,5.789,22
6.51,62.1,3.685,83
3.14,66.84,3.284,62
7.65,77.86,7.81,13
9.11,76.6,6.528,62
6.08,88.08,6.569,38
4.67,78.02,4.643,57
6.72,62.31,5.532,33
6.83,69.55,6.64,33
6.16,82.43,5.887,56
6.36,56.77,6.48,12
5.65,60.89,3.494,87
7.99,71.27,4.183,93
7.47,84.27,7.413,29
4.03,72.83,4.882,43
3.98,79.61,3.901,60
5.49,75.05,4.686,65
7.47,73.59,6.816,24
6.3,68.46,4.592,69
4.71,83.4,5.09,57
6.52,62.46,5.654,35
5.34,72.66,5.41,45
7.76,86.46,6.129,69
6.67,67.36,6.581,13
5.37,59.44,4.758,32
6.46,53.83,4.181,55
8.63,81.66,8.142,27
4.86,82.34,3.466,88
6.81,71.56,7.369,3
5.86,62.29,6.712,1
6.85,73.54,4.961,63
4.69,86.78,3.582,93
6.22,62.31,4.666,45
8.22,85.58,5.652,86
4.13,58.05,3.218,69
3.34,63.63,4.328,43
3.42,76.09,2.848,85
3.66,84.48,6.194,12
7.19,89.72,4.954,92
3.19,84.92,3.51,75
5.4,90.52,7.027,15
7.24,76.82,6.056,38
6.83,68.78,5.412,62
5.23,86.84,5.967,35
6.38,88.64,7.451,16
6.21,84.31,5.242,64
5.55,81.13,6.797,15
5.58,88.92,3.828,96
10.0,78.42,6.649,64
7.62,74.79,6.179,58
10.0,82.26,6.428,80
5.01,79.78,3.04,97
5.83,83.85,5.979,40
3.34,73.68,3.619,57
4.38,84.09,5.923,20
9.8,83.58,8.137,37
4.96,77.13,5.686,32
9.84,67.5,6.077,74
3.51,87.41,5.982,16
3.89,62.9,5.945,5
5.32,65.42,5.851,20
5.87,76.68,5.156,56
7.85,49.92,3.704,91
